side,feature,target,abs_corr,non_null_rows,selected
UNDER,model_total,target_close_delta_for_side,0.05687050257494817,413,True
UNDER,park_run_factor,target_close_delta_for_side,0.055215054442751384,413,True
UNDER,starter_recent_form_diff,target_close_delta_for_side,0.05455091127998867,413,True
UNDER,abs_model_minus_open,target_close_delta_for_side,0.05131861579435529,413,True
UNDER,model_minus_open,target_close_delta_for_side,0.05131861579435529,413,True
UNDER,team_offense_form_diff_l7,target_close_delta_for_side,0.04956792659483477,413,True
UNDER,bullpen_fatigue_diff,target_close_delta_for_side,0.04670743117056401,413,True
UNDER,away_sp_xFIP,target_close_delta_for_side,0.04513606315242326,413,True
UNDER,away_bullpen_fatigue_rate_l3d,target_close_delta_for_side,0.04448235036197362,413,True
UNDER,bullpen_xFIP_diff,target_close_delta_for_side,0.04368242495677891,413,True
UNDER,away_wRC_plus_vs_hand,target_close_delta_for_side,0.03425008177192356,413,False
UNDER,team_offense_form_diff_l14,target_close_delta_for_side,0.0338246048962178,413,False
UNDER,combined_barrel_rate,target_close_delta_for_side,0.028281172086338593,413,False
UNDER,home_sp_kbb,target_close_delta_for_side,0.025098064633238257,413,False
UNDER,offense_wRC_plus_diff,target_close_delta_for_side,0.02086360635541828,413,False
UNDER,away_sp_kbb,target_close_delta_for_side,0.018960655910144994,413,False
UNDER,starter_xFIP_diff,target_close_delta_for_side,0.018173645883730476,413,False
UNDER,home_sp_xFIP,target_close_delta_for_side,0.017614764911736493,413,False
UNDER,team_offense_form_diff_l30,target_close_delta_for_side,0.017495140637078844,413,False
UNDER,away_game_total_l7,target_close_delta_for_side,0.013451399505078775,413,False
UNDER,home_starter_recent_form_index,target_close_delta_for_side,0.010669295132216724,413,False
UNDER,starter_kbb_diff,target_close_delta_for_side,0.004466718123448209,413,False
UNDER,home_game_total_l7,target_close_delta_for_side,0.0026549144705930163,413,False
UNDER,away_bullpen_ip_proxy_l3d,target_close_delta_for_side,0.0024970861136343024,413,False
UNDER,away_bullpen_ip_proxy_l1d,target_close_delta_for_side,0.0,413,False
UNDER,home_bullpen_ip_proxy_l1d,target_close_delta_for_side,0.0,413,False
UNDER,humidity_pct,target_close_delta_for_side,0.0,0,False
UNDER,temperature_f,target_close_delta_for_side,0.0,0,False
UNDER,weather_run_index,target_close_delta_for_side,0.0,413,False
UNDER,wind_mph,target_close_delta_for_side,0.0,0,False
